Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa.9246,6.461743472,5.961025791,5.805304939,6.474263319,6.431755043,7.134431289,6.067286887,7.520791012,5.543650538,7.09319348,6.770650041,6.222967806,6.643770091,7.16540952,7.520791012,7.300469179,6.705619011,7.344030972,6.443264416,6.141309504,6.843773174,7.384352064,7.537611701,8.986787544,6.701385841,5.685790979,5.40030654,6.249322995,4.346030395,3.504066744,4.762563145,6.547581176,5.726026938,6.654358849,5.726026938,6.457582113,4.848344288,6.88033597,7.951655095,6.814910085,6.153563472,7.800240279,7.454203759,7.139820327,6.539941747,7.217066508,7.241374292,6.643770091,7.314961058,7.990432488,7.941511497,7.459756823,7.146906128,8.074582605,6.906642369,7.42135498,6.99642884,6.228924174,6.991483444,6.762209485,6.896847996,7.374852985
Hsa.43304,5.465152962,4.804751402,5.935018629,5.851563681,6.184955304,6.562436937,5.842585552,6.035439446,6.171949946,5.676539501,5.984137271,5.035056255,5.543650538,5.716893567,5.945632621,6.723844775,6.045511317,6.257898764,6.280603162,6.945026534,4.641229025,4.848344288,7.075658564,5.952698042,6.203106409,5.252665432,5.060131084,5.598861744,4.786039815,4.889677645,5.36873456,6.238472542,5.006283544,5.288042952,5.443756354,4.346030395,5.559649696,6.243456566,6.558709544,5.676539501,5.548580807,5.407396613,5.18831924,6.295293474,5.305611673,6.485564463,6.271101518,5.606045755,5.465152962,6.016466845,6.474263319,6.5819076,5.860766605,6.025668272,5.92034325,6.325762425,6.652634522,5.559649696,6.193520591,5.122699434,5.795710818,5.685790979
Hsa.2091,7.277425397,7.268028042,5.074027486,5.685790979,7.17068913,6.843773174,6.156766513,6.834338514,5.18831924,7.953225805,8.494642065,6.521521924,8.171852316,7.391196461,6.985768502,6.918072635,7.906099223,7.026327102,6.683571954,7.624670483,8.472457636,6.390715386,8.556803302,8.266389851,7.490827591,8.585541692,8.65617283,8.131894291,8.772963679,8.748528862,7.241374292,8.608602999,8.033139657,8.012906536,7.96241002,8.042489012,7.788301556,8.85334578,7.664153629,8.737275151,7.427064076,6.683571954,7.382610082,8.09822315,8.50337182,7.465584836,8.115266044,7.812859434,7.246181261,6.904938535,8.011327364,6.97612708,6.768538657,6.141309504,7.031554922,7.853623468,6.278224617,7.907785216,7.293339629,8.338533683,6.862325401,7.437746704
Hsa.1691,7.09319348,7.33659294,5.422699613,7.855598944,6.964812232,6.008764745,7.614484257,6.617203199,7.951655095,6.443264416,5.580665836,7.053277786,7.12527014,7.134431289,7.0950873,7.671911958,6.070915561,6.966404045,7.494425934,5.948838193,8.654340369,7.79656824,6.894937038,5.945632621,7.581358537,7.452277116,7.25494783,8.150741456,7.891467206,6.941475527,6.588762987,6.920391277,6.720009202,6.774181294,8.212145685,7.143740336,7.104723865,7.523967847,7.401310335,7.06835703,7.41592028,6.545136372,6.407056646,6.300988681,7.168615511,6.637272273,7.296719385,7.00892555,6.171949946,5.931183581,6.598266261,7.434996723,8.900162716,7.419894954,5.15642402,6.699320569,6.118378483,8.245023588,7.099149255,7.666889422,7.06835703,6.681456067
Hsa.2300,5.902976051,7.15049744,5.640272929,4.554588852,6.959227951,5.855688354,4.694412935,4.346030395,5.006283544,6.515336131,7.911598811,5.984137271,6.681456067,5.197302315,5.472398675,5.823400115,6.501220819,6.150716893,5.436510062,5.77423019,6.375846621,5.504564012,7.600933211,7.077246445,5.56389618,7.687655621,7.650019834,7.192571223,7.206050154,7.345847313,5.207691372,7.62330923,7.016287106,7.10297639,6.735292873,7.499364994,6.832148881,8.014949142,5.315222619,6.824728852,6.822989129,6.025668272,7.356566981,7.639473753,7.115102399,7.266398164,8.018675808,7.730050435,7.405738516,6.368413522,6.575370893,6.515336131,6.952305381,6.443264416,6.38840899,5.842585552,7.056753074,6.968185536,6.125408471,6.957545822,7.167002072,7.279228637
Hsa.1662,7.909462465,7.553535161,8.268391077,8.362090172,6.646401928,6.900695442,7.033435435,7.236301267,7.398829182,7.163795736,6.260644904,7.660780334,6.141309504,6.99642884,7.405738516,7.132890227,6.956096009,7.286325236,7.450806835,6.147828587,7.576518481,7.779029848,6.639547273,5.931183581,7.534315435,7.063920393,7.003787189,7.756684365,7.481894458,7.031554922,7.582909223,5.948838193,6.333634365,7.433283902,7.10297639,6.355834164,7.437746704,6.650349969,7.830708402,7.061716978,7.705508651,7.396937556,6.611015275,6.265692168,7.282592255,6.056202416,6.856305035,7.2303335,7.007448721,6.762209485,6.846103016,6.99838661,7.054970979,7.724378522,6.774181294,7.014457884,7.510149052,7.358651201,6.395599088,7.25494783,6.537453893,6.968185536
Hsa.7781,4.711459381,5.580665836,5.40030654,4.515821901,5.938289587,6.556572802,4.554588852,6.190535212,6.695194608,5.587306913,6.178197382,5.18831924,5.10020451,5.890729097,6.073630225,6.654358849,6.217155652,6.335903196,6.966404045,6.131568243,5.56389618,5.436510062,7.06835703,6.228924174,6.564070797,5.587306913,4.97040096,5.559649696,5.086778288,5.331465986,4.663858766,6.386410464,5.948838193,5.846849146,5.472398675,6.789518921,5.288042952,6.858492427,5.948838193,6.171949946,5.676539501,5.99337123,6.537453893,6.243456566,5.651107259,6.627089023,6.808343527,5.279716908,5.764601963,5.634757193,5.778454477,6.635234811,6.443264416,6.309319383,5.575746612,5.92034325,5.787241181,5.17624555,5.651107259,4.244629307,5.805304939,6.059639277
Hsa.492,6.728091671,4.827073232,5.415313795,5.787241181,6.295293474,6.939871117,6.311811293,6.577701698,6.443264416,5.923436758,6.257898764,5.323125965,6.355834164,6.711503788,6.114605475,6.862325401,7.576518481,6.904938535,7.311607704,6.873892559,5.543650538,6.280603162,7.396937556,5.92034325,6.991483444,6.45958762,6.445231164,5.77423019,6.067286887,6.783391171,6.67539482,6.898411223,7.173915652,5.805304939,6.190535212,7.15049744,5.927613587,7.215202613,6.910461884,6.311811293,6.453177687,6.781122771,6.203106409,6.71805664,6.134615112,7.099149255,6.5819076,5.800077415,6.38364577,6.311811293,8.080021469,7.55743529,6.641445807,7.42135498,6.519354712,6.353687539,6.438912553,6.325762425,6.774181294,5.69570202,6.056202416,6.370577735
Hsa.1877,7.202559909,7.148965257,7.253074303,7.67672716,6.547581176,6.363247396,7.16540952,6.236180888,8.295805217,6.118378483,6.035439446,7.308471152,6.764375094,6.803899872,6.677249065,7.977196817,7.217066508,6.346033255,7.921474339,6.343714417,7.536045378,6.419517144,6.929779546,5.92034325,6.882570085,6.991483444,7.110962297,7.530860638,7.819681573,7.354772624,7.316920884,6.360927772,6.431755043,6.79132046,7.485682611,7.005577467,6.586585589,7.384352064,5.935018629,7.470296753,8.042489012,6.325762425,6.993075342,6.38364577,6.806003841,6.426873415,6.963104901,6.97612708,6.922136451,7.500794345,6.206119495,6.793509967,7.600933211,6.993075342,6.803899872,6.609240709,7.682179079,7.680088378,7.455634793,6.904938535,7.455634793,5.676539501
Hsa.1774,6.982007283,6.558709544,10.29034127,9.662399053,6.681456067,4.711459381,9.113164099,8.804904374,6.181740583,4.613560169,3.757849138,6.7515419,9.48752272,9.717693281,9.545760415,9.209238738,7.031554922,6.434838039,7.600933211,5.554395753,7.919272795,6.961040732,6.61510157,7.387581007,7.418067502,6.811046271,7.385890226,8.052213929,6.772551904,7.145241912,6.950291551,5.838345923,6.945026534,7.739353807,6.249322995,6.950291551,6.76021236,6.457582113,7.741010227,6.692114879,7.711181803,6.627089023,6.45958762,6.485564463,7.495963312,5.685790979,7.116949255,7.387581007,7.056753074,7.671911958,6.79132046,7.360539862,7.360539862,7.088827554,5.721910628,5.548580807,7.570792199,6.723844775,7.495963312,5.99337123,7.430603625,4.90814659
Hsa.2312,5.783182027,6.68979738,7.035114805,7.200876462,6.978203012,7.168615511,6.989973998,5.984137271,6.457582113,7.660780334,7.143740336,8.620154777,6.665890605,5.685790979,6.505570839,4.97040096,7.490827591,6.609240709,5.240252769,7.075658564,5.640272929,4.095897204,8.684767281,7.751258969,6.822989129,8.018675808,8.109702615,4.872105881,6.912352402,7.768923842,7.646429802,7.703578771,7.990432488,6.438912553,6.306476286,7.469035179,7.020155537,5.680387883,7.537611701,6.687306819,7.286325236,7.724378522,6.876005922,6.556572802,9.516676372,8.760952219,8.085349094,9.496367698,7.761786051,7.323659163,6.150716893,5.898695973,6.409815196,7.120548937,9.261315076,7.046671652,9.143441643,6.668173581,6.067286887,8.812858399,8.423900717,8.352395182
Hsa.127,7.153597793,6.819219043,6.902748542,7.551542065,6.648349463,5.941837078,6.081180165,6.677249065,6.987597767,5.948838193,5.504564012,6.278224617,7.06835703,6.631465765,7.188861591,6.679532313,5.296451486,5.36873456,6.723844775,5.197302315,8.246736768,6.515336131,6.019755711,5.912271265,6.79132046,7.295195697,7.344030972,7.429027364,7.06835703,7.239758653,6.957545822,6.268625756,6.491170369,7.130836236,7.733823368,7.62330923,7.077246445,7.329760177,7.123944488,7.33659294,7.896654671,5.894231024,6.128727772,6.16581471,6.568453872,6.063471629,7.185398207,6.572650112,6.519354712,6.160089368,6.76021236,6.814910085,6.840140352,7.0950873,6.063471629,6.035439446,7.185398207,7.529053914,6.910461884,6.190535212,7.561132706,6.510701647
Hsa.485,6.828521438,6.643770091,7.461721031,6.987597767,7.939724225,8.011327364,7.148965257,7.55743529,8.102137425,7.79656824,7.964538375,7.207669333,7.07403094,7.040745753,7.668464132,7.378279471,6.68558528,5.730547928,7.932570059,8.214622295,6.363247396,6.008764745,7.33659294,5.908007089,7.461721031,7.078784385,6.939871117,7.035114805,6.665890605,7.293339629,7.360539862,7.282592255,7.289705086,7.749495341,6.545136372,7.889937637,7.680088378,7.696841923,7.289705086,7.134431289,7.396937556,7.502880555,7.403528873,8.430427596,6.111711186,7.551542065,7.577962339,7.261162257,6.283566358,7.537611701,8.081939517,8.08867114,6.711503788,7.628630154,7.742608252,6.968185536,8.131894291,6.920391277,7.570792199,6.493230497,6.633344487,6.991483444
Hsa.2115,6.131568243,5.938289587,6.69363983,6.621182208,7.118827233,4.694412935,5.855688354,5.571001471,5.522808037,7.04311727,7.777172578,5.716893567,6.280603162,5.42911918,5.315222619,6.265692168,6.16581471,5.207691372,5.730547928,6.778935558,6.558709544,6.613208432,6.735292873,6.72201423,5.543650538,6.756046191,7.09319348,6.572650112,7.12527014,6.695194608,6.008764745,6.716309466,6.858492427,6.821358418,5.612932687,6.716309466,7.023875947,7.15049744,6.283566358,7.20444651,6.032047505,5.783182027,6.539941747,6.956096009,6.468851299,6.681456067,6.88033597,6.85221838,6.570470276,5.074027486,6.673100449,5.977309471,6.300988681,6.012709234,6.131568243,6.44066291,6.056202416,6.341113459,6.45958762,7.04311727,6.860656485,6.613208432
Hsa.33144,7.200876462,5.997430822,5.778454477,6.625046548,6.811046271,5.484642315,5.935018629,4.436198385,6.478760488,5.006283544,7.932570059,6.725936813,5.491315217,5.516218535,5.700641073,6.088321496,6.67539482,5.020275642,6.866491256,6.097661765,7.110962297,6.144924623,5.56389618,5.963776145,6.38091765,6.275556824,6.85221838,6.737337855,6.703620073,6.795738045,5.739752305,7.153597793,6.827087578,5.612932687,7.128922298,7.044894674,6.125408471,6.841859527,6.118378483,7.639473753,6.448029688,6.0226327,7.309926633,8.554660638,5.997430822,7.684273544,6.150716893,5.778454477,6.898411223,6.898411223,7.812859434,7.113370818,5.376782172,5.622184106,6.552212935,5.755008153,6.409815196,7.007448721,7.492972173,6.864575578,7.143740336,6.61510157
Hsa.1728,6.016466845,5.252665432,7.148965257,6.730469042,5.296451486,5.838345923,6.646401928,5.755008153,7.16540952,5.49875529,5.407396613,6.118378483,5.18831924,4.90814659,5.575746612,6.338651569,5.734123946,5.14573004,5.970141154,6.378950652,5.407396613,5.10020451,5.36873456,5.898695973,6.489273072,6.353687539,5.347597081,6.370577735,6.584167248,5.14573004,6.249322995,5.571001471,4.554588852,5.484642315,5.846849146,4.736753246,7.387581007,5.436510062,5.15642402,5.622184106,5.666183907,5.226980799,5.640272929,4.515821901,5.491315217,5.548580807,4.786039815,5.828032037,5.060131084,5.680387883,5.864701372,4.244629307,5.580665836,6.401135513,5.384356242,4.804751402,7.37960615,6.0226327,5.65690228,5.060131084,5.270788136,5.060131084
Hsa.23442,5.927613587,5.536905187,7.581358537,6.568453872,6.085134035,6.643770091,5.734123946,6.656424863,5.360890968,5.877289082,6.566248038,5.133909501,7.47478143,6.71805664,6.892569256,6.652634522,6.801744859,6.902748542,5.938289587,5.810069885,5.941837078,6.466500823,6.85221838,6.426873415,5.700641073,6.254827473,5.791116664,5.795710818,6.346033255,5.977309471,7.802165068,7.289705086,5.764601963,6.236180888,6.118378483,5.805304939,5.086778288,5.851563681,6.437283591,5.941837078,5.730547928,6.045511317,6.246230308,5.739752305,6.019755711,6.412235195,5.927613587,6.268625756,6.386410464,6.697615556,7.194358124,6.125408471,6.892569256,6.762209485,8.348239131,6.0226327,6.480940003,4.90814659,6.088321496,6.445231164,6.480940003,5.868521889
Hsa.9994,6.527640954,7.412295301,5.035056255,5.881123831,6.819219043,7.188861591,6.623182948,6.523921068,6.639547273,6.586585589,6.443264416,6.103304731,7.120548937,7.478238584,6.768538657,6.208767702,7.138387419,7.532564564,6.945026534,8.457860749,6.073630225,6.872203213,6.952305381,9.102038766,6.271101518,5.36873456,5.622184106,6.045511317,6.077201643,6.323218962,5.77423019,6.695194608,6.912352402,5.823400115,5.207691372,6.588762987,6.627089023,7.145241912,7.909462465,5.529407883,6.335903196,7.893154714,8.384086025,6.525750642,6.38364577,6.515336131,6.330607551,7.000038176,8.396783605,7.930841283,6.993075342,6.813226759,6.491170369,7.570792199,6.395599088,8.833901567,6.330607551,6.045511317,6.303901508,7.279228637,6.241037465,6.639547273
Hsa.3893,6.317800626,6.144924623,6.5819076,6.860656485,6.390715386,6.532472817,7.228969157,6.993075342,7.091024116,6.562436937,7.033435435,6.993075342,6.419517144,6.550153452,5.952698042,6.419517144,6.38840899,6.141309504,6.510701647,6.841859527,6.476420887,6.228924174,5.484642315,5.890729097,6.16581471,6.252293076,6.001130298,6.035439446,6.515336131,6.697615556,5.997430822,6.568453872,6.505570839,5.384356242,6.001130298,5.721910628,7.256560253,5.122699434,5.045613478,6.091228913,5.77423019,6.355834164,5.974085174,5.931183581,5.612932687,6.328356432,5.197302315,5.680387883,5.77423019,5.91671163,6.443264416,5.384356242,5.873269458,5.700641073,7.036898545,6.876005922,6.598266261,6.150716893,5.81999362,6.16581471,6.303901508,5.691160403
Hsa.985,5.15642402,6.217155652,6.193520591,5.75892381,6.88033597,6.68558528,6.226107601,6.429410791,7.288101017,6.679532313,7.020155537,6.485564463,6.904938535,6.521521924,6.609240709,6.629370723,7.407042936,7.194358124,7.604266258,7.259652158,5.14573004,5.340378492,8.150741456,7.356566981,7.139820327,7.168615511,6.213852093,6.912352402,5.923436758,6.178197382,5.750022926,7.873887599,7.915176794,6.523921068,6.61953134,8.287739186,5.617608466,7.924784733,5.764601963,6.246230308,6.668173581,6.963104901,7.514025514,6.950291551,6.295293474,7.720450591,7.984850243,6.811046271,4.848344288,6.635234811,5.894231024,6.946585608,5.941837078,7.602241488,4.346030395,7.514025514,5.559649696,5.963776145,7.100791183,6.138484862,6.699320569,6.890736941
Hsa.2537,5.217399596,5.70529125,7.418067502,6.61510157,7.161964053,6.156766513,6.457582113,6.683571954,6.111711186,6.910461884,7.570792199,6.122161693,6.512884435,6.260644904,5.800077415,5.881123831,5.045613478,6.016466845,6.070915561,6.625046548,6.174716324,6.16581471,6.697615556,6.181740583,6.056202416,7.010314234,6.556572802,6.68558528,7.143740336,7.091024116,5.927613587,6.68558528,6.860656485,6.480940003,5.491315217,6.438912553,7.657162832,6.737337855,5.885668824,5.778454477,5.935018629,5.676539501,5.700641073,7.082664136,6.510701647,6.138484862,7.720450591,6.570470276,5.559649696,5.75892381,6.741627905,6.114605475,5.422699613,4.94142441,6.480940003,5.035056255,5.020275642,5.730547928,6.532472817,6.008764745,6.265692168,5.4519768
Hsa.21104,7.27584815,7.614484257,7.207669333,6.348271262,7.15842564,6.577701698,7.014457884,7.018070924,6.073630225,7.807533586,7.992714532,6.554618557,6.924176528,7.194358124,6.924176528,6.190535212,5.035056255,5.484642315,5.745206965,7.320408975,7.582909223,8.059215351,5.977309471,6.059639277,7.768923842,7.367201948,7.67672716,7.437746704,7.517520813,6.846103016,7.128922298,7.389333656,7.257939812,7.331506439,6.982007283,6.797487911,8.179487774,5.787241181,6.68558528,5.006283544,6.677249065,6.716309466,6.679532313,7.192571223,7.429027364,6.448029688,7.172262961,8.001657892,7.284648754,6.547581176,6.890736941,3.908843892,6.163209785,5.086778288,5.823400115,6.445231164,5.988538101,6.922136451,6.834338514,6.196369712,5.384356242,5.734123946
Hsa.34881,5.65690228,5.77423019,6.144924623,6.390715386,4.804751402,5.800077415,5.99337123,5.685790979,6.378950652,5.56389618,6.464046354,5.974085174,6.153563472,5.353642013,5.510727166,6.525750642,6.972107098,6.813226759,5.700641073,5.42911918,5.846849146,5.111697726,5.783182027,6.417052156,5.165510018,6.292182085,5.860766605,6.144924623,6.052676724,6.190535212,6.335903196,5.908007089,6.063471629,5.69570202,6.220136447,5.305611673,5.045613478,5.783182027,4.436198385,5.491315217,5.36873456,6.081180165,5.91671163,6.226107601,5.627748028,5.873269458,5.465152962,5.15642402,4.762563145,5.739752305,6.398655438,5.680387883,6.103304731,5.353642013,5.580665836,5.060131084,5.912271265,6.103304731,6.398655438,4.97040096,5.931183581,4.641229025
Hsa.2968,7.302345587,7.369429896,6.609240709,6.654358849,7.24290978,6.16581471,7.161964053,6.772551904,6.474263319,6.840140352,7.15049744,7.945139841,3.757849138,5.923436758,6.888949418,5.734123946,6.196369712,7.012213608,6.052676724,6.864575578,7.497428229,6.862325401,7.071983016,6.328356432,7.698513124,7.454203759,7.689449095,6.819219043,7.040745753,7.766771466,7.181798281,8.24290594,7.316920884,7.084647251,7.886301346,7.058274594,7.00212176,7.69304736,7.409035009,7.55743529,7.358651201,6.99642884,8.061135105,8.196096796,7.0517808,8.390773623,7.082664136,7.497428229,7.932570059,7.244663063,7.611010514,7.42135498,7.630393963,6.063471629,7.907785216,6.99838661,6.987597767,7.772392269,8.117040613,7.895054347,7.45804008,7.160186983
Hsa.6372,5.945632621,5.15642402,4.986396254,5.634757193,6.16581471,6.892569256,5.49875529,6.735292873,6.254827473,5.730547928,6.320240085,5.873269458,6.550153452,6.510701647,6.163209785,6.789518921,6.419517144,6.817210623,5.823400115,6.575370893,5.391802083,5.634757193,7.24290978,6.275556824,6.163209785,4.827073232,5.634757193,4.694412935,5.15642402,5.750022926,5.945632621,6.643770091,5.805304939,6.203106409,5.559649696,6.85221838,5.305611673,6.586585589,6.822989129,6.059639277,5.734123946,6.566248038,6.160089368,6.325762425,5.838345923,6.709657507,6.236180888,5.226980799,6.275556824,6.709657507,5.559649696,6.600464482,6.654358849,6.933723013,5.56389618,6.570470276,5.478293393,6.208767702,6.830121582,5.465152962,5.800077415,6.677249065
