ID	CPG_ISLAND_LOCATIONS
cg21608116	9 33279839 33281149
cg21608192	16 17471279 17472553
cg21608489	19 47328933 47329570
cg21609430	12 54808427 54809633
cg21610192	16 65342303 65343539
cg21610516	6 151228291 151229879
cg21612046	19 62762282 62763774
cg21615127	1 19998567 19999505
cg21616088	6 99501880 99502794
cg21618439	9 99994211 99995407
cg21618713	4 153919556 153921100
cg21621114	19 53017050 53017264
cg21621248	2 80384714 80385520
cg21623671	5 150517041 150517780
cg21624883	9 94471491 94473333
cg21625881	20 56862299 56864797
cg21631754	19 50428897 50430587
cg21633208	12 110327237 110328810
cg21634602	5 112101069 112101604
cg21636748	7 30034181 30035451
cg21637033	12 2938091 2940192
cg21638219	3 15617500 15618710
cg21639968	19 63761007 63763028
cg21642076	22 19384626 19384990
cg21642649	21 33065184 33066530
cg21643361	19 63262091 63264376
cg21643860	11 62115245 62116394
cg21650900	2 235069057 235071212
cg21651436	11 65138115 65138414
cg21652958	6 169395401 169396077
cg21655480	X 21583682 21587167
cg21655693	19 51057367 51059984
cg21655790	1 65658110 65659539
cg21656748	4 77353529 77354453
cg21657816	16 18986195 18987147
cg21658946	16 67921079 67923103
cg21660424	14 23727267 23728222
cg21660687	12 56139559 56139848
cg21660727	4 689132 690025
cg21663122	6 26357862 26358931
cg21663431	19 10596881 10597536
cg21663580	6 43151757 43153139
cg21664310	19 18294473 18295370
cg21665000	17 12509172 12510164
cg21666217	1 114854170 114855875
cg21666675	3 14140551 14142142
cg21667943	12 54497015 54497246
cg21669679	18 48120150 48121583
cg21671476	20 34602603 34603041
cg21672276	3 44728914 44729537
cg21673646	15 43266736 43268707
cg21675030	3 113180107 113181019
cg21678388	5 178219224 178220601
cg21680178	1 27098949 27099765
cg21680717	19 15350723 15352316
cg21681756	11 47556637 47557646
cg21682382	1 32310605 32311715
cg21682826	16 55523153 55524167
cg21684385	6 143813204 143813938
cg21685266	3 186454240 186454829
cg21685565	7 2849641 2851029
cg21686523	4 106848846 106849842
cg21686900	12 49918438 49919985
cg21688264	6 84474137 84476277
cg21688707	4 83568919 83571656
cg21690806	20 47862499 47863317
cg21692936	11 62379512 62380615
cg21693321	X 70254864 70255742
cg21693780	2 15649146 15649925
cg21694349	7 100020908 100023129
cg21695020	16 66571413 66572132
cg21696393	16 970186 973037
cg21697134	17 78285772 78287131
cg21697779	X 153907991 153908993
cg21698790	12 115802445 115804618
cg21700070	19 59332006 59334185
cg21700166	14 90789220 90790071
cg21703138	5 133588938 133590703
cg21703572	22 23280322 23281517
cg21705120	17 4215207 4217080
cg21707816	3 38512323 38513389
cg21709140	2 171493595 171495140
cg21710060	13 113369615 113369825
cg21712678	22 40027205 40028578
cg21712685	6 35851863 35852685
cg21713257	4 159811776 159813194
cg21713812	1 32251530 32253250
cg21715963	1 148520405 148522224
cg21716693	6 36914773 36916564
cg21717724	9 122644137 122644399
cg21718857	19 44680370 44682060
cg21721126	8 109524600 109525576
cg21721155	4 109130117 109131089
cg21721865	13 37821471 37822568
cg21722058	4 129021202 129022293
cg21722680	12 63131672 63132772
cg21728447	1 19100963 19102279
cg21729186	6 26393285 26394322
cg21730067	1 90232850 90233953
cg21740204	9 72062995 72064485
cg21742836	16 29992924 29993729
cg21743569	19 55571196 55572249
cg21743649	11 3774682 3776899
cg21745320	17 2153073 2154892
cg21746459	9 103200359 103201528
cg21746887	7 90730649 90734731
cg21747271	11 67006002 67007558
cg21750545	4 52402985 52406042
cg21751787	5 176711051 176711869
cg21753834	9 129516898 129518292
cg21755709	21 43973825 43974068
cg21756353	19 12652274 12654498
cg21759080	11 62355094 62356777
cg21762107	20 43952158 43953882
cg21762589	10 133644338 133646745
cg21768899	12 104248292 104249257
cg21769943	6 37244855 37247571
cg21769969	6 108502055 108503715
cg21770145	17 77461782 77464061
cg21771250	22 38735888 38736264
cg21772838	20 54399989 54401588
cg21774863	4 13094244 13095796
cg21784498	17 23669254 23670883
cg21785260	2 219749370 219750440
cg21785307	5 79738640 79740336
cg21785536	3 69144312 69146034
cg21787206	12 120810709 120811565
cg21787291	6 124165723 124167166
cg21790626	19 62911404 62912681
cg21794225	14 29465783 29467306
cg21795497	11 122258441 122259357
cg21796234	3 44354404 44355550
cg21796825	12 62459521 62460599
cg21800088	4 57537263 57540231
cg21800439	12 55039808 55040898
cg21801378	15 70398880 70400071
cg21802726	20 33198137 33198994
cg21803417	5 7921676 7922983
cg21803680	2 216654392 216655381
cg21804822	11 69198883 69199996
cg21804950	22 28608869 28610048
cg21808053	1 68285082 68285689
cg21815667	2 176701094 176703914
cg21816539	21 30233131 30234502
cg21818252	4 110573788 110575206
cg21820677	4 46085928 46087495
cg21820890	10 74384195 74384404
cg21824213	15 38673286 38674382
cg21824902	1 27433187 27434457
cg21825027	2 253250 255190
cg21825364	Y 14677314 14677669
cg21828898	3 133860911 133862502
cg21829265	6 57019073 57020050
cg21830413	10 70553236 70554489
cg21832150	1 891788 892531
cg21833459	11 58630327 58631670
cg21835622	5 146812254 146814284
cg21835643	20 43368505 43369074
cg21837443	4 110700137 110701779
cg21838233	20 29790163 29791166
cg21838334	1 154912856 154913974
cg21839522	17 7416380 7418188
cg21840599	3 197950821 197952064
cg21842478	17 44160495 44161328
cg21842664	2 231285387 231287092
cg21844038	16 4603884 4607627
cg21846488	1 150947451 150947651
cg21849289	1 53458337 53459166
cg21850069	5 180581015 180583925
cg21850239	11 62285024 62286097
cg21850254	19 42650767 42652627
cg21852292	1 218929981 218931062
cg21858376	3 4508872 4510494
cg21859434	2 136590299 136592663
cg21860846	X 47394182 47395634
cg21861211	14 67353012 67353384
cg21862373	16 1953433 1955741
cg21865006	16 86081665 86084844
cg21869055	19 56213378 56214712
cg21869532	19 9592551 9593404
cg21870662	17 2185926 2188447
cg21870668	15 22674353 22674888
cg21870884	1 199108740 199110158
cg21872129	6 64339688 64341818
cg21872391	10 112053952 112055039
cg21872393	18 3237109 3238361
cg21875234	16 11916129 11917753
cg21877855	1 63761297 63762009
cg21878918	12 55919924 55921030
cg21879981	10 32674946 32676775
cg21885650	3 187767277 187768157
cg21885995	17 71579714 71581363
cg21888438	X 38547756 38550317
cg21890738	17 58876701 58878285
cg21892409	11 46914643 46915248
cg21892708	2 10871485 10871691
cg21893220	9 105895674 105896855
cg21896452	2 73817400 73818616
cg21898046	5 180163494 180163832
cg21900416	19 45640400 45642807
cg21902119	17 38427163 38428980
cg21902327	12 4425015 4425387
cg21902346	11 63689524 63691176
cg21902544	18 68361186 68362908
cg21903324	18 19972720 19974281
cg21905630	4 54660440 54662940
cg21906716	1 3569653 3570185
cg21907579	12 113330117 113332137
cg21908259	12 47604668 47605891
cg21910663	16 87256157 87258103
cg21912241	19 38154097 38155797
cg21912567	9 91408340 91409308
cg21914262	13 26921982 26923445
cg21918026	16 66901621 66902946
cg21918500	1 245401260 245402151
cg21921474	1 27158567 27159812
cg21922574	18 68684832 68688500
cg21922841	17 70255432 70257599
cg21925493	9 94897388 94899126
cg21926138	1 111690451 111691196
cg21927363	9 15542203 15543776
cg21927975	1 6242587 6244183
cg21929875	11 124127195 124127449
cg21929993	5 179430586 179432035
cg21931212	12 6923266 6924359
cg21932800	X 134883206 134884683
cg21934269	X 118808993 118810712
cg21935083	5 131920156 131921037
cg21935292	12 63438964 63439857
cg21937169	7 65176941 65178652
cg21937886	5 179711599 179713980
cg21939221	11 47693935 47694135
cg21939482	7 6354028 6355726
cg21942082	5 80725157 80726371
cg21942546	7 72790400 72792505
cg21943652	1 114273207 114274721
cg21944757	20 61373785 61375294
cg21948169	10 69989860 69992091
cg21948783	12 47657768 47661963
cg21949781	18 41905637 41906628
cg21950493	12 109390152 109392093
cg21950518	5 55325929 55327277
cg21954346	16 66828236 66830214
cg21954994	2 75038922 75039828
cg21955402	17 18104262 18105469
cg21958798	11 106393417 106395560
cg21960882	16 32171653 32173350
cg21965997	10 134998098 135000843
cg21966410	X 66682601 66683385
cg21968169	12 120725136 120728248
cg21972382	2 29191252 29192588
cg21972430	6 125516358 125518000
cg21973276	15 64779868 64783746
cg21973517	3 11735467 11737254
cg21973800	14 101898607 101899766
cg21974239	22 49041517 49042644
cg21974766	7 93976679 93977968
cg21974996	14 77243645 77244428
cg21975377	8 104379827 104380938
cg21978299	X 119621706 119622190
cg21982518	16 18902547 18903261
cg21983579	19 41322242 41323237
cg21984310	9 35818700 35819622
cg21985356	5 76418340 76419081
cg21988041	12 102967702 102968295
cg21988465	20 56862299 56864797
cg21989094	19 44112737 44114109
cg21989500	16 23512694 23515520
cg21991830	8 53788495 53790227
cg21992250	11 60474677 60476063
cg22004151	6 43059826 43060575
cg22006386	19 43517645 43520006
cg22007326	12 122634040 122635782
cg22007439	9 22436530 22437833
cg22009138	5 65256428 65258321
cg22009489	2 240723747 240725314
cg22012054	12 55325175 55326482
cg22016571	X 130984457 130985629
cg22016649	11 808884 809164
cg22016818	12 2869784 2871077
cg22017387	15 89366339 89367141
cg22019980	6 127629393 127630547
cg22023770	6 13594141 13597231
cg22024281	8 119191932 119193839
cg22024876	11 105453199 105454158
cg22025233	7 989428 989683
cg22026853	6 99385538 99390983
cg22029275	13 24641900 24644144
cg22029504	19 17482765 17484345
cg22030890	6 146905888 146907189
cg22031736	22 36569572 36570911
cg22034555	3 155524541 155525193
cg22035229	1 76034981 76035517
cg22036233	14 67352722 67352956
cg22036988	3 142252136 142254676
cg22037648	3 50285369 50286362
cg22037919	7 45005012 45006915
cg22039846	19 59972811 59973197
cg22040627	17 6556978 6558390
cg22041635	1 153513552 153514478
cg22041658	19 34788215 34789566
cg22043361	14 64039588 64042055
cg22044848	3 16529156 16530542
cg22048492	11 65235358 65236773
cg22050705	3 44641321 44641967
cg22050893	2 179051153 179052346
cg22051763	12 100197274 100198442
cg22051865	11 72695664 72698644
cg22052955	12 51911806 51912392
cg22054191	19 47328933 47329570
cg22055427	3 154035095 154037000
cg22058458	6 79999998 80001433
cg22059008	16 2788298 2789206
cg22061523	17 73694402 73695183
cg22062068	11 7066582 7068121
cg22062239	16 31012348 31014443
cg22063056	1 109306820 109308238
cg22063653	7 133981713 133982458
cg22063989	1 37871744 37873510
cg22064942	4 110573788 110575206
cg22065439	5 133331850 133332552
cg22065500	7 128481568 128482735
cg22067472	16 68015690 68016387
cg22068038	15 63365498 63366710
cg22068473	10 73703077 73704738
cg22068764	1 168767795 168768351
cg22077101	5 154300541 154301199
cg22080282	18 71048769 71050885
cg22082243	10 120091284 120092010
cg22082462	14 23610171 23610407
cg22083798	7 45926064 45928161
cg22084336	3 33455837 33458268
cg22084611	20 45846599 45849083
cg22085335	2 10969180 10971454
cg22088594	13 36531108 36532143
cg22091798	11 62202487 62203348
cg22093158	11 59139026 59140690
cg22096513	19 39610823 39612059
cg22100821	20 603723 604840
cg22101147	3 52906071 52907002
cg22101336	19 16169429 16170471
cg22103585	12 47396161 47397563
cg22103999	16 4414857 4416567
cg22105582	18 50646871 50647194
cg22108265	11 73148592 73150290
cg22110261	2 197498819 197500360
cg22110492	9 135271843 135273790
cg22111003	2 223433563 223434908
cg22113807	20 3087890 3089055
cg22114222	3 157874343 157876447
cg22115808	16 4683036 4684737
cg22116290	16 67039271 67040730
cg22120948	17 24939844 24941147
cg22125370	12 92490435 92491891
cg22125922	20 25624564 25625843
cg22126032	7 115951805 115954180
cg22126266	1 178464353 178467947
cg22127491	4 140435797 140436662
cg22129364	1 52840357 52841350
cg22130834	1 55038749 55039824
cg22131691	7 32076278 32077689
cg22134325	11 65944577 65946304
cg22136326	16 55836164 55837341
cg22136753	20 18065695 18067130
cg22138278	8 145230101 145232113
cg22138461	2 171998449 171999705
cg22139878	10 91163944 91165310
cg22140675	17 39503295 39504158
cg22141781	12 93921365 93922160
cg22148243	X 40390989 40392078
cg22148652	2 152392552 152393541
cg22151768	12 1572736 1574806
cg22152328	21 41719669 41721099
cg22152667	7 97457217 97457435
cg22153116	9 15296200 15297634
cg22153481	12 47698215 47699141
cg22153873	2 60634299 60636450
cg22154562	7 99974228 99975598
cg22156632	2 219431815 219433437
cg22158956	4 39204770 39206279
cg22161476	4 163304513 163305102
cg22165175	1 110950314 110952114
cg22165507	1 163867498 163867801
cg22165685	10 134899803 134901503
cg22166290	2 60633743 60634122
cg22169418	11 62115245 62116394
cg22170618	9 129586837 129589076
cg22171829	7 95063327 95064272
cg22172230	11 9641131 9642717
cg22172494	11 1973888 1974871
cg22175764	20 56236624 56237673
cg22175811	17 7530654 7530931
cg22176017	11 62285024 62286097
cg22176097	17 24253406 24254482
cg22177707	4 130233678 130234464
cg22178085	16 15643857 15644909
cg22179082	13 26231757 26233351
cg22182110	3 122950596 122951787
cg22183626	13 44047797 44050571
cg22183706	11 14949913 14950639
cg22183849	3 155524541 155525193
cg22184145	4 57537263 57540231
cg22185378	7 72677713 72677999
cg22186533	8 144750028 144752852
cg22187094	15 87677495 87680344
cg22187630	19 13477638 13478603
cg22187826	3 123035904 123037102
cg22188058	20 43409920 43410803
cg22188495	12 41268963 41270775
cg22189019	19 590091 591404
cg22189618	X 92814565 92815598
cg22189725	1 33319025 33320017
cg22190090	17 34208696 34210085
cg22190291	1 21638732 21639906
cg22190705	2 9263663 9265620
cg22190819	20 25984051 25984425
cg22190861	2 175059364 175060567
cg22192762	12 93065801 93068292
cg22194305	4 2232724 2234492
cg22195268	17 68739031 68741654
cg22197033	17 8589058 8590477
cg22197787	1 209373286 209374380
cg22197830	5 134237650 134238765
cg22198425	1 23941927 23943345
cg22198623	16 55259326 55259869
cg22199779	9 33066387 33067922
cg22201387	14 73554958 73556139
cg22209624	1 208472057 208474315
cg22215520	5 43592001 43594001
cg22215728	3 61211519 61212421
cg22223602	11 118581705 118582950
cg22224704	11 67106980 67108634
cg22226765	17 70768593 70770189
cg22227058	5 159778220 159778952
cg22227689	17 52410127 52410744
cg22228205	14 52688418 52690051
cg22228296	3 142939445 142940441
cg22229034	5 172129758 172132362
cg22229142	22 35777251 35778239
cg22230395	5 153398050 153399014
cg22231902	2 119320039 119321504
cg22232206	6 43245713 43246197
cg22233974	1 39319056 39320676
cg22234344	2 190892399 190893150
cg22234962	1 153557786 153558083
cg22236626	1 210672582 210673538
cg22238923	2 74634262 74636287
cg22242539	17 1611855 1612057
cg22243662	2 10778427 10779952
cg22243844	20 18435896 18436982
cg22244118	6 80770229 80771473
cg22244122	9 135232028 135233521
cg22248011	6 52549168 52550505
cg22253036	11 118166299 118168489
cg22253945	2 105224891 105225678
cg22254104	9 124030014 124031407
cg22255355	19 63529922 63531235
cg22258437	1 23757341 23759093
cg22262140	22 20316941 20317222
cg22262168	9 27517915 27520017
cg22262549	1 144321844 144323035
cg22264436	17 39191915 39192117
cg22264946	6 84993688 84994546
cg22267176	6 169893177 169894370
cg22268231	19 55614199 55614401
cg22269180	15 23522920 23523591
cg22269795	1 15608359 15609958
cg22271212	19 2979519 2980562
cg22272545	2 196743664 196745220
cg22274662	7 148824921 148826319
cg22276571	20 17497541 17499559
cg22281080	5 148717394 148718251
cg22281207	2 85618673 85620635
cg22283148	4 147316146 147317089
cg22284302	1 52935727 52936901
cg22284975	7 40140212 40142456
cg22285621	11 66826951 66828421
cg22285897	16 46835074 46836521
cg22289360	9 78263598 78264533
cg22289810	17 26445579 26446668
cg22297305	22 17303289 17304011
cg22298088	20 35581886 35583655
cg22303211	13 111768043 111771727
cg22305782	16 30844446 30844821
cg22307649	11 118393819 118395567
cg22307908	19 62394167 62395368
cg22308759	17 53419237 53421295
cg22309826	17 17123886 17125755
cg22313024	8 97316672 97317247
cg22313025	6 105413696 105414757
cg22315542	4 17631348 17633459
cg22318304	11 124048471 124049719
cg22318989	1 151916773 151916999
cg22319470	3 13495978 13497310
cg22320000	1 243092758 243094822
cg22321558	2 85682704 85683847
cg22324153	9 98186543 98187002
cg22325646	17 38429704 38431262
cg22325703	11 93773573 93774675
cg22325715	17 38203632 38204871
cg22325823	17 70178644 70179471
cg22328890	16 66855403 66856771
cg22333016	4 53938276 53939274
cg22333888	20 3611404 3611783
cg22334000	4 81475736 81476421
cg22334665	6 110903841 110905894
cg22335801	1 1138837 1139104
cg22336401	9 139455581 139456341
cg22336633	11 17055245 17057754
cg22338307	2 73817400 73818616
cg22339278	19 41038859 41039160
cg22339744	19 13089318 13090995
cg22341104	1 92719961 92725381
cg22341310	19 52739817 52741134
cg22343001	X 100801100 100801653
cg22344641	9 130124180 130125476
cg22349489	6 27222055 27223328
cg22354595	19 62042933 62044086
cg22356117	3 184362836 184365140
cg22359217	5 41960713 41961641
cg22359606	2 182253304 182254912
cg22362636	4 2727336 2728669
cg22366626	3 15114987 15116027
cg22367970	1 154093286 154094220
cg22367989	2 206254727 206255968
cg22368262	10 71059654 71060479
cg22368307	11 74787971 74788799
cg22369818	15 48433583 48435276
cg22370370	17 44793898 44795352
cg22373112	17 37560278 37561404
cg22374142	16 65755914 65756377
cg22374901	12 116020575 116021904
cg22375192	15 97007820 97012261
cg22377237	7 100108267 100110339
cg22377389	13 19703487 19704859
cg22377963	16 30812489 30813561
cg22377998	22 18383358 18384977
cg22378065	6 144370510 144371695
